data,model,params,n,thread,iter,map5095,map50,precision,recall,f1,n_all,n_fn,n_fp,family,size
b_light,yolo12x,59.1,128,6,1,0.4891,0.7505,0.8527,0.672,0.7516,436,160,26,YOLOv12,large
b_light,yolo12x,59.1,500,6,1,0.539,0.8171,0.8785,0.7299,0.7974,436,112,53,YOLOv12,large
0_all,yolo11x,56.9,32,6,1,0.3923,0.6648,0.7626,0.5612,0.6466,1160,536,113,YOLOv11,large
0_all,yolo11x,56.9,128,6,1,0.5819,0.8531,0.916,0.7237,0.8086,1160,331,55,YOLOv11,large
0_all,yolo11x,56.9,500,6,1,0.6328,0.9407,0.9006,0.8845,0.8924,1160,98,178,YOLOv11,large
a1_t2s,yolo11x,56.9,32,6,1,0.0666,0.1548,0.387,0.141,0.2067,709,594,193,YOLOv11,large
a1_t2s,yolo11x,56.9,128,6,1,0.0888,0.1974,0.3906,0.1636,0.2306,709,581,167,YOLOv11,large
a1_t2s,yolo11x,56.9,500,6,1,0.1015,0.1917,0.4259,0.2009,0.273,709,547,251,YOLOv11,large
a2_s2t,yolo11x,56.9,32,6,1,0.1263,0.257,0.5619,0.1774,0.2696,451,382,23,YOLOv11,large
a2_s2t,yolo11x,56.9,128,6,1,0.2563,0.5298,0.578,0.5055,0.5393,451,208,146,YOLOv11,large
a2_s2t,yolo11x,56.9,500,6,1,0.2632,0.4987,0.6574,0.4425,0.529,451,239,105,YOLOv11,large
b_light,yolo11x,56.9,32,6,1,0.3772,0.6485,0.8451,0.5631,0.6759,436,172,60,YOLOv11,large
b_light,yolo11x,56.9,128,6,1,0.4815,0.748,0.9041,0.6307,0.7431,436,132,71,YOLOv11,large
b_light,yolo11x,56.9,500,6,1,0.5423,0.8284,0.9098,0.7339,0.8125,436,87,102,YOLOv11,large
0_all,rtdetr-x,86.0,32,6,1,0.4355,0.7285,0.8814,0.647,0.7462,1160,316,257,DETR,large
0_all,rtdetr-x,86.0,128,6,1,0.5604,0.8653,0.9045,0.7839,0.8399,1160,172,304,DETR,large
0_all,rtdetr-x,86.0,500,6,1,0.3819,0.6245,0.7349,0.5422,0.624,1160,307,1608,DETR,large
a1_t2s,rtdetr-x,86.0,32,6,1,0.09,0.1821,0.3855,0.189,0.2536,709,550,320,DETR,large
a1_t2s,rtdetr-x,86.0,128,6,1,0.1136,0.2159,0.4152,0.244,0.3074,709,495,353,DETR,large
a1_t2s,rtdetr-x,86.0,500,6,1,0.116,0.2179,0.4582,0.2214,0.2986,709,540,170,DETR,large
a2_s2t,rtdetr-x,86.0,32,6,1,0.2174,0.4358,0.6254,0.3902,0.4806,451,230,206,DETR,large
a2_s2t,rtdetr-x,86.0,128,6,1,0.3468,0.6453,0.7286,0.561,0.6339,451,89,822,DETR,large
a2_s2t,rtdetr-x,86.0,500,6,1,0.4194,0.6854,0.8272,0.5626,0.6697,451,99,541,DETR,large
b_light,rtdetr-x,86.0,32,6,1,0.4316,0.7156,0.8734,0.6486,0.7444,436,122,151,DETR,large
b_light,rtdetr-x,86.0,128,6,1,0.2992,0.5477,0.7159,0.4977,0.5872,436,158,590,DETR,large
b_light,rtdetr-x,86.0,500,6,1,0.5096,0.8194,0.8557,0.7683,0.8097,436,61,272,DETR,large
0_all,rtdetr-l,45.0,32,6,1,0.4599,0.76,0.821,0.694,0.7521,1160,272,294,DETR,small
0_all,rtdetr-l,45.0,128,6,1,0.5602,0.8719,0.9101,0.7942,0.8482,1160,160,235,DETR,small
0_all,rtdetr-l,45.0,500,6,1,0.5946,0.9003,0.9127,0.8181,0.8628,1160,119,277,DETR,small
a1_t2s,rtdetr-l,45.0,32,6,1,0.0698,0.1622,0.4713,0.1523,0.2302,709,578,230,DETR,small
a1_t2s,rtdetr-l,45.0,128,6,1,0.1359,0.2662,0.53,0.2567,0.3459,709,472,501,DETR,small
a1_t2s,rtdetr-l,45.0,500,6,1,0.1494,0.2744,0.488,0.2694,0.3472,709,481,285,DETR,small
a2_s2t,rtdetr-l,45.0,32,6,1,0.3671,0.7047,0.8129,0.6261,0.7073,451,88,648,DETR,small
a2_s2t,rtdetr-l,45.0,128,6,1,0.3801,0.6835,0.7675,0.5711,0.6549,451,77,698,DETR,small
a2_s2t,rtdetr-l,45.0,500,6,1,0.4842,0.7559,0.8048,0.6763,0.7349,451,71,473,DETR,small
b_light,rtdetr-l,45.0,32,6,1,0.4427,0.7506,0.8171,0.6969,0.7522,436,101,155,DETR,small
b_light,rtdetr-l,45.0,128,6,1,0.4518,0.7388,0.8267,0.6514,0.7286,436,99,235,DETR,small
b_light,rtdetr-l,45.0,500,6,1,0.5237,0.7963,0.8628,0.7356,0.7941,436,81,206,DETR,small
0_all,yolo12n,2.6,32,6,1,0.432,0.7287,0.8244,0.6194,0.7073,1160,483,87,YOLOv12,small
0_all,yolo12n,2.6,128,6,1,0.5681,0.8607,0.897,0.7737,0.8308,1160,257,93,YOLOv12,small
0_all,yolo12n,2.6,500,6,1,0.6092,0.9257,0.8953,0.8555,0.8749,1160,104,221,YOLOv12,small
a1_t2s,yolo12n,2.6,32,6,1,0.06,0.1545,0.3454,0.1566,0.2154,709,578,268,YOLOv12,small
a1_t2s,yolo12n,2.6,128,6,1,0.0709,0.1578,0.3794,0.1368,0.2011,709,609,103,YOLOv12,small
a1_t2s,yolo12n,2.6,500,6,1,0.139,0.2687,0.5128,0.2299,0.3175,709,533,153,YOLOv12,small
a2_s2t,yolo12n,2.6,32,6,1,0.1672,0.3392,0.4869,0.3237,0.3889,451,321,82,YOLOv12,small
a2_s2t,yolo12n,2.6,128,6,1,0.3197,0.5646,0.6863,0.4723,0.5595,451,219,116,YOLOv12,small
a2_s2t,yolo12n,2.6,500,6,1,0.3102,0.5703,0.7027,0.5011,0.585,451,187,136,YOLOv12,small
b_light,yolo12n,2.6,32,6,1,0.409,0.6533,0.8008,0.5436,0.6476,436,205,35,YOLOv12,small
b_light,yolo12n,2.6,128,6,1,0.4602,0.7299,0.9218,0.6468,0.7602,436,144,40,YOLOv12,small
b_light,yolo12n,2.6,500,6,1,0.5191,0.8175,0.8571,0.7477,0.7987,436,85,105,YOLOv12,small
0_all,yolo11n,2.6,32,6,1,0.4514,0.7479,0.8097,0.653,0.7229,1160,422,106,YOLOv11,small
0_all,yolo11n,2.6,128,6,1,0.5768,0.8701,0.8786,0.794,0.8341,1160,232,114,YOLOv11,small
0_all,yolo11n,2.6,500,6,1,0.6211,0.9228,0.9026,0.8626,0.8821,1160,126,144,YOLOv11,small
a1_t2s,yolo11n,2.6,32,6,1,0.0863,0.2097,0.3456,0.1918,0.2467,709,587,113,YOLOv11,small
a1_t2s,yolo11n,2.6,128,6,1,0.1305,0.2466,0.3786,0.2468,0.2988,709,528,266,YOLOv11,small
a1_t2s,yolo11n,2.6,500,6,1,0.1212,0.2276,0.4266,0.2414,0.3083,709,517,287,YOLOv11,small
a2_s2t,yolo11n,2.6,32,6,1,0.1181,0.2162,0.4346,0.1863,0.2608,451,373,71,YOLOv11,small
a2_s2t,yolo11n,2.6,128,6,1,0.2565,0.5158,0.6432,0.4557,0.5335,451,229,106,YOLOv11,small
a2_s2t,yolo11n,2.6,500,6,1,0.3434,0.6118,0.7544,0.5366,0.6271,451,182,117,YOLOv11,small
b_light,yolo11n,2.6,32,6,1,0.442,0.688,0.8746,0.544,0.6708,436,227,22,YOLOv11,small
b_light,yolo11n,2.6,128,6,1,0.4981,0.7878,0.8687,0.711,0.782,436,122,41,YOLOv11,small
b_light,yolo11n,2.6,500,6,1,0.5348,0.8202,0.845,0.7502,0.7948,436,88,106,YOLOv11,small
0_all,yolo12x,59.1,32,6,2,0.4534,0.7338,0.83,0.6061,0.7006,1160,496,77,YOLOv12,large
0_all,yolo12x,59.1,128,6,2,0.5771,0.8675,0.9309,0.7547,0.8336,1160,249,93,YOLOv12,large
0_all,yolo12x,59.1,500,6,2,0.6381,0.9324,0.9077,0.8735,0.8903,1160,123,111,YOLOv12,large
a1_t2s,yolo12x,59.1,32,6,2,0.0811,0.1762,0.3476,0.1735,0.2315,709,600,126,YOLOv12,large
a1_t2s,yolo12x,59.1,128,6,2,0.101,0.1993,0.42,0.1678,0.2398,709,587,155,YOLOv12,large
a1_t2s,yolo12x,59.1,500,6,2,0.1099,0.2084,0.3853,0.2113,0.2729,709,550,237,YOLOv12,large
a2_s2t,yolo12x,59.1,32,6,2,0.1674,0.39,0.5698,0.3466,0.431,451,301,62,YOLOv12,large
a2_s2t,yolo12x,59.1,128,6,2,0.1897,0.4343,0.504,0.4169,0.4563,451,210,301,YOLOv12,large
a2_s2t,yolo12x,59.1,500,6,2,0.3832,0.6836,0.7515,0.5942,0.6637,451,131,201,YOLOv12,large
b_light,yolo12x,59.1,32,6,2,0.3348,0.5775,0.7996,0.5046,0.6187,436,197,127,YOLOv12,large
b_light,yolo12x,59.1,128,6,2,0.4942,0.75,0.8598,0.6609,0.7473,436,159,25,YOLOv12,large
b_light,yolo12x,59.1,500,6,2,0.5245,0.8108,0.8746,0.7179,0.7885,436,100,94,YOLOv12,large
0_all,yolo11x,56.9,32,6,2,0.4081,0.688,0.8358,0.5969,0.6965,1160,480,97,YOLOv11,large
0_all,yolo11x,56.9,128,6,2,0.5911,0.8719,0.9196,0.7629,0.834,1160,286,56,YOLOv11,large
0_all,yolo11x,56.9,500,6,2,0.6548,0.9368,0.9254,0.8672,0.8954,1160,122,105,YOLOv11,large
a1_t2s,yolo11x,56.9,32,6,2,0.0695,0.1586,0.3159,0.1594,0.2119,709,589,245,YOLOv11,large
a1_t2s,yolo11x,56.9,128,6,2,0.1032,0.2041,0.3506,0.1904,0.2468,709,573,184,YOLOv11,large
a1_t2s,yolo11x,56.9,500,6,2,0.105,0.1972,0.3894,0.1918,0.257,709,563,189,YOLOv11,large
a2_s2t,yolo11x,56.9,32,6,2,0.126,0.2808,0.493,0.2106,0.2952,451,375,30,YOLOv11,large
a2_s2t,yolo11x,56.9,128,6,2,0.2055,0.3999,0.7015,0.3171,0.4367,451,325,30,YOLOv11,large
a2_s2t,yolo11x,56.9,500,6,2,0.337,0.5965,0.6832,0.5277,0.5955,451,205,101,YOLOv11,large
b_light,yolo11x,56.9,32,6,2,0.369,0.642,0.7735,0.5298,0.6289,436,229,30,YOLOv11,large
b_light,yolo11x,56.9,128,6,2,0.4874,0.7571,0.8581,0.6798,0.7587,436,137,52,YOLOv11,large
b_light,yolo11x,56.9,500,6,2,0.5362,0.8116,0.9036,0.6995,0.7886,436,94,105,YOLOv11,large
0_all,rtdetr-x,86.0,32,6,2,0.4246,0.7141,0.755,0.6322,0.6881,1160,167,4040,DETR,large
0_all,rtdetr-x,86.0,128,6,2,0.4996,0.83,0.8765,0.7404,0.8027,1160,114,2022,DETR,large
0_all,rtdetr-x,86.0,500,6,2,0.6241,0.924,0.9306,0.8414,0.8837,1160,75,445,DETR,large
a1_t2s,rtdetr-x,86.0,32,6,2,0.1012,0.1956,0.423,0.2045,0.2757,709,546,200,DETR,large
a1_t2s,rtdetr-x,86.0,128,6,2,0.1725,0.3257,0.6041,0.3244,0.4221,709,399,474,DETR,large
a1_t2s,rtdetr-x,86.0,500,6,2,0.1564,0.2589,0.5438,0.2468,0.3395,709,487,442,DETR,large
a2_s2t,rtdetr-x,86.0,32,6,2,0.2399,0.457,0.5709,0.4257,0.4877,451,242,140,DETR,large
a2_s2t,rtdetr-x,86.0,128,6,2,0.315,0.6006,0.749,0.5557,0.638,451,116,724,DETR,large
a2_s2t,rtdetr-x,86.0,500,6,2,0.4508,0.7512,0.8175,0.6752,0.7396,451,81,513,DETR,large
b_light,rtdetr-x,86.0,32,6,2,0.4226,0.717,0.8869,0.6353,0.7403,436,104,274,DETR,large
b_light,rtdetr-x,86.0,128,6,2,0.4833,0.7585,0.8354,0.6995,0.7615,436,99,185,DETR,large
b_light,rtdetr-x,86.0,500,6,2,0.4307,0.7632,0.8379,0.6835,0.7528,436,90,280,DETR,large
0_all,rtdetr-l,45.0,32,6,2,0.4855,0.7893,0.849,0.7321,0.7862,1160,232,452,DETR,small
0_all,rtdetr-l,45.0,128,6,2,0.5268,0.8525,0.8899,0.794,0.8392,1160,155,310,DETR,small
0_all,rtdetr-l,45.0,500,6,2,0.6239,0.9222,0.8998,0.8667,0.8829,1160,80,334,DETR,small
a1_t2s,rtdetr-l,45.0,32,6,2,0.0524,0.1106,0.2974,0.141,0.1913,709,575,483,DETR,small
a1_t2s,rtdetr-l,45.0,128,6,2,0.0878,0.1948,0.5621,0.189,0.2829,709,559,175,DETR,small
a1_t2s,rtdetr-l,45.0,500,6,2,0.1468,0.2677,0.5665,0.2384,0.3355,709,479,377,DETR,small
a2_s2t,rtdetr-l,45.0,32,6,2,0.3378,0.5906,0.7665,0.5312,0.6275,451,125,901,DETR,small
a2_s2t,rtdetr-l,45.0,128,6,2,0.3784,0.6507,0.7382,0.5965,0.6598,451,132,229,DETR,small
a2_s2t,rtdetr-l,45.0,500,6,2,0.4139,0.7047,0.7386,0.639,0.6852,451,91,488,DETR,small
b_light,rtdetr-l,45.0,32,6,2,0.4088,0.6947,0.8888,0.6233,0.7327,436,125,220,DETR,small
b_light,rtdetr-l,45.0,128,6,2,0.4713,0.7472,0.8112,0.6997,0.7513,436,98,271,DETR,small
b_light,rtdetr-l,45.0,500,6,2,0.5127,0.815,0.8251,0.7355,0.7777,436,61,253,DETR,small
0_all,yolo12n,2.6,32,6,2,0.4302,0.7488,0.7985,0.6902,0.7404,1160,284,405,YOLOv12,small
0_all,yolo12n,2.6,128,6,2,0.5724,0.8699,0.8751,0.7974,0.8345,1160,256,95,YOLOv12,small
0_all,yolo12n,2.6,500,6,2,0.6252,0.9329,0.9131,0.8629,0.8873,1160,123,141,YOLOv12,small
a1_t2s,yolo12n,2.6,32,6,2,0.0443,0.1202,0.2365,0.1185,0.1579,709,626,166,YOLOv12,small
a1_t2s,yolo12n,2.6,128,6,2,0.0747,0.1694,0.297,0.1388,0.1892,709,617,121,YOLOv12,small
a1_t2s,yolo12n,2.6,500,6,2,0.1372,0.2526,0.3814,0.2412,0.2955,709,542,225,YOLOv12,small
a2_s2t,yolo12n,2.6,32,6,2,0.1371,0.3613,0.4489,0.3775,0.4101,451,259,197,YOLOv12,small
a2_s2t,yolo12n,2.6,128,6,2,0.2248,0.4092,0.6332,0.3481,0.4493,451,291,68,YOLOv12,small
a2_s2t,yolo12n,2.6,500,6,2,0.2887,0.5436,0.5897,0.5322,0.5594,451,174,275,YOLOv12,small
b_light,yolo12n,2.6,32,6,2,0.3637,0.618,0.7832,0.5321,0.6337,436,223,37,YOLOv12,small
b_light,yolo12n,2.6,128,6,2,0.4492,0.7209,0.8591,0.657,0.7446,436,140,71,YOLOv12,small
b_light,yolo12n,2.6,500,6,2,0.5091,0.8046,0.9028,0.7202,0.8012,436,96,69,YOLOv12,small
0_all,yolo11n,2.6,32,6,2,0.4538,0.7768,0.8441,0.6802,0.7533,1160,369,116,YOLOv11,small
0_all,yolo11n,2.6,128,6,2,0.5661,0.8646,0.9035,0.7603,0.8258,1160,246,108,YOLOv11,small
0_all,yolo11n,2.6,500,6,2,0.625,0.9243,0.9214,0.8484,0.8834,1160,117,140,YOLOv11,small
a1_t2s,yolo11n,2.6,32,6,2,0.0973,0.2026,0.2407,0.1467,0.1823,709,643,43,YOLOv11,small
a1_t2s,yolo11n,2.6,128,6,2,0.0879,0.1931,0.3481,0.1693,0.2278,709,591,128,YOLOv11,small
a1_t2s,yolo11n,2.6,500,6,2,0.1083,0.2167,0.4673,0.2059,0.2859,709,548,159,YOLOv11,small
a2_s2t,yolo11n,2.6,32,6,2,0.1324,0.3212,0.4099,0.3082,0.3519,451,317,141,YOLOv11,small
a2_s2t,yolo11n,2.6,128,6,2,0.2329,0.4769,0.5753,0.439,0.498,451,241,138,YOLOv11,small
a2_s2t,yolo11n,2.6,500,6,2,0.3372,0.6175,0.6891,0.5898,0.6356,451,151,167,YOLOv11,small
b_light,yolo11n,2.6,32,6,2,0.3867,0.6656,0.7857,0.6009,0.681,436,171,64,YOLOv11,small
b_light,yolo11n,2.6,128,6,2,0.5168,0.8077,0.8943,0.7183,0.7967,436,118,38,YOLOv11,small
b_light,yolo11n,2.6,500,6,2,0.5308,0.8234,0.8436,0.7546,0.7966,436,94,80,YOLOv11,small
0_all,yolo12x,59.1,32,9,1,0.3992,0.7498,0.791,0.6586,0.7188,1160,378,205,YOLOv12,large
0_all,yolo12x,59.1,128,9,1,0.5629,0.8658,0.9042,0.7793,0.8371,1160,228,122,YOLOv12,large
0_all,yolo12x,59.1,500,9,1,0.6307,0.9386,0.9117,0.8638,0.8871,1160,100,180,YOLOv12,large
a1_t2s,yolo12x,59.1,32,9,1,0.0607,0.1486,0.1773,0.1298,0.1498,709,660,51,YOLOv12,large
a1_t2s,yolo12x,59.1,128,9,1,0.084,0.1726,0.4739,0.1495,0.2273,709,579,283,YOLOv12,large
a1_t2s,yolo12x,59.1,500,9,1,0.1251,0.2265,0.5401,0.1961,0.2877,709,535,319,YOLOv12,large
a2_s2t,yolo12x,59.1,32,9,1,0.093,0.252,0.3805,0.3009,0.3361,451,252,491,YOLOv12,large
a2_s2t,yolo12x,59.1,128,9,1,0.1852,0.448,0.5317,0.4457,0.4849,451,199,288,YOLOv12,large
a2_s2t,yolo12x,59.1,500,9,1,0.3223,0.5831,0.6714,0.541,0.5992,451,179,183,YOLOv12,large
b_light,yolo12x,59.1,32,9,1,0.3724,0.6703,0.8079,0.5917,0.6831,436,144,131,YOLOv12,large
b_light,yolo12x,59.1,128,9,1,0.4683,0.7356,0.8557,0.6514,0.7397,436,126,96,YOLOv12,large
b_light,yolo12x,59.1,500,9,1,0.5554,0.8446,0.8461,0.7694,0.8059,436,94,56,YOLOv12,large
0_all,yolo11x,56.9,32,9,1,0.3863,0.6924,0.7669,0.6216,0.6866,1160,477,132,YOLOv11,large
0_all,yolo11x,56.9,128,9,1,0.5899,0.8797,0.9324,0.7543,0.834,1160,281,49,YOLOv11,large
0_all,yolo11x,56.9,500,9,1,0.6261,0.9377,0.9151,0.8647,0.8892,1160,106,149,YOLOv11,large
a1_t2s,yolo11x,56.9,32,9,1,0.0567,0.1354,0.2497,0.2102,0.2282,709,541,558,YOLOv11,large
a1_t2s,yolo11x,56.9,128,9,1,0.0772,0.1762,0.3823,0.1467,0.212,709,597,190,YOLOv11,large
a1_t2s,yolo11x,56.9,500,9,1,0.1271,0.216,0.3995,0.2102,0.2754,709,547,256,YOLOv11,large
a2_s2t,yolo11x,56.9,32,9,1,0.0884,0.2184,0.4125,0.2055,0.2743,451,367,51,YOLOv11,large
a2_s2t,yolo11x,56.9,128,9,1,0.2173,0.4176,0.5932,0.3592,0.4474,451,312,47,YOLOv11,large
a2_s2t,yolo11x,56.9,500,9,1,0.3397,0.6019,0.7241,0.541,0.6193,451,204,79,YOLOv11,large
b_light,yolo11x,56.9,32,9,1,0.3911,0.6761,0.7897,0.6032,0.684,436,139,131,YOLOv11,large
b_light,yolo11x,56.9,128,9,1,0.4942,0.7352,0.896,0.6124,0.7275,436,167,32,YOLOv11,large
b_light,yolo11x,56.9,500,9,1,0.5252,0.7976,0.9014,0.7018,0.7892,436,108,63,YOLOv11,large
0_all,rtdetr-x,86.0,32,9,1,0.4333,0.7684,0.857,0.7029,0.7723,1160,237,557,DETR,large
0_all,rtdetr-x,86.0,128,9,1,0.5492,0.8614,0.8618,0.7767,0.8171,1160,122,766,DETR,large
0_all,rtdetr-x,86.0,500,9,1,0.427,0.6985,0.7599,0.6181,0.6817,1160,207,1957,DETR,large
a1_t2s,rtdetr-x,86.0,32,9,1,0.1611,0.3286,0.5998,0.3244,0.4211,709,395,673,DETR,large
a1_t2s,rtdetr-x,86.0,128,9,1,0.0868,0.1812,0.3213,0.2313,0.269,709,423,2054,DETR,large
a1_t2s,rtdetr-x,86.0,500,9,1,0.0541,0.1368,0.2655,0.2031,0.2301,709,447,1400,DETR,large
a2_s2t,rtdetr-x,86.0,32,9,1,0.3116,0.5644,0.6462,0.5255,0.5796,451,178,254,DETR,large
a2_s2t,rtdetr-x,86.0,128,9,1,0.2754,0.5358,0.639,0.4789,0.5475,451,140,398,DETR,large
a2_s2t,rtdetr-x,86.0,500,9,1,0.441,0.7233,0.8112,0.6519,0.7229,451,116,265,DETR,large
b_light,rtdetr-x,86.0,32,9,1,0.4064,0.6815,0.8389,0.6216,0.714,436,123,212,DETR,large
b_light,rtdetr-x,86.0,128,9,1,0.4912,0.7689,0.8531,0.6792,0.7563,436,90,245,DETR,large
b_light,rtdetr-x,86.0,500,9,1,0.4379,0.7511,0.7931,0.6674,0.7249,436,84,376,DETR,large
0_all,rtdetr-l,45.0,32,9,1,0.4682,0.7909,0.8594,0.7103,0.7778,1160,245,341,DETR,small
0_all,rtdetr-l,45.0,128,9,1,0.5418,0.8469,0.8741,0.7733,0.8206,1160,161,454,DETR,small
0_all,rtdetr-l,45.0,500,9,1,0.6346,0.935,0.9377,0.8655,0.9002,1160,82,313,DETR,small
a1_t2s,rtdetr-l,45.0,32,9,1,0.1173,0.2374,0.4129,0.2384,0.3022,709,514,277,DETR,small
a1_t2s,rtdetr-l,45.0,128,9,1,0.0974,0.1965,0.4172,0.2158,0.2845,709,528,310,DETR,small
a1_t2s,rtdetr-l,45.0,500,9,1,0.1793,0.305,0.659,0.2877,0.4006,709,472,244,DETR,small
a2_s2t,rtdetr-l,45.0,32,9,1,0.3508,0.6466,0.7147,0.6208,0.6645,451,66,3144,DETR,small
a2_s2t,rtdetr-l,45.0,128,9,1,0.3786,0.6411,0.7866,0.5388,0.6395,451,122,441,DETR,small
a2_s2t,rtdetr-l,45.0,500,9,1,0.4326,0.7378,0.7935,0.643,0.7104,451,83,600,DETR,small
b_light,rtdetr-l,45.0,32,9,1,0.3798,0.6519,0.8742,0.59,0.7045,436,154,139,DETR,small
b_light,rtdetr-l,45.0,128,9,1,0.4855,0.7603,0.8894,0.6858,0.7744,436,97,204,DETR,small
b_light,rtdetr-l,45.0,500,9,1,0.543,0.8341,0.8794,0.7525,0.811,436,60,226,DETR,small
0_all,yolo12n,2.6,32,9,1,0.4038,0.7559,0.8274,0.656,0.7318,1160,271,394,YOLOv12,small
0_all,yolo12n,2.6,128,9,1,0.546,0.8643,0.8835,0.7724,0.8242,1160,204,220,YOLOv12,small
0_all,yolo12n,2.6,500,9,1,0.6155,0.9203,0.8843,0.8759,0.8801,1160,109,172,YOLOv12,small
a1_t2s,yolo12n,2.6,32,9,1,0.0594,0.1437,0.269,0.2073,0.2342,709,566,277,YOLOv12,small
a1_t2s,yolo12n,2.6,128,9,1,0.0868,0.188,0.3373,0.1721,0.2279,709,587,149,YOLOv12,small
a1_t2s,yolo12n,2.6,500,9,1,0.1128,0.2204,0.4528,0.2241,0.2998,709,539,212,YOLOv12,small
a2_s2t,yolo12n,2.6,32,9,1,0.2089,0.4402,0.5017,0.4465,0.4725,451,249,154,YOLOv12,small
a2_s2t,yolo12n,2.6,128,9,1,0.2411,0.447,0.6255,0.4035,0.4906,451,256,95,YOLOv12,small
a2_s2t,yolo12n,2.6,500,9,1,0.2669,0.5016,0.5354,0.4945,0.5141,451,219,179,YOLOv12,small
b_light,yolo12n,2.6,32,9,1,0.3566,0.6062,0.7748,0.5287,0.6285,436,162,183,YOLOv12,small
b_light,yolo12n,2.6,128,9,1,0.4817,0.7579,0.8647,0.6835,0.7635,436,134,43,YOLOv12,small
b_light,yolo12n,2.6,500,9,1,0.5253,0.8111,0.8899,0.6927,0.779,436,97,90,YOLOv12,small
0_all,yolo11n,2.6,32,9,1,0.4159,0.7514,0.8271,0.6474,0.7263,1160,331,267,YOLOv11,small
0_all,yolo11n,2.6,128,9,1,0.5655,0.8756,0.8846,0.7879,0.8335,1160,218,150,YOLOv11,small
0_all,yolo11n,2.6,500,9,1,0.6185,0.9308,0.911,0.8557,0.8825,1160,116,166,YOLOv11,small
a1_t2s,yolo11n,2.6,32,9,1,0.0478,0.1317,0.2379,0.1086,0.1491,709,634,94,YOLOv11,small
a1_t2s,yolo11n,2.6,128,9,1,0.1098,0.2119,0.3882,0.1707,0.2371,709,580,118,YOLOv11,small
a1_t2s,yolo11n,2.6,500,9,1,0.1148,0.2227,0.5017,0.1904,0.276,709,541,220,YOLOv11,small
a2_s2t,yolo11n,2.6,32,9,1,0.1883,0.4004,0.5451,0.3827,0.4497,451,256,162,YOLOv11,small
a2_s2t,yolo11n,2.6,128,9,1,0.2287,0.4593,0.6627,0.4008,0.4995,451,278,44,YOLOv11,small
a2_s2t,yolo11n,2.6,500,9,1,0.2963,0.5468,0.6237,0.5388,0.5781,451,202,111,YOLOv11,small
b_light,yolo11n,2.6,32,9,1,0.3848,0.7002,0.7899,0.6124,0.6899,436,125,142,YOLOv11,small
b_light,yolo11n,2.6,128,9,1,0.4958,0.7723,0.9042,0.7018,0.7903,436,127,39,YOLOv11,small
b_light,yolo11n,2.6,500,9,1,0.5,0.795,0.8247,0.7294,0.7741,436,94,139,YOLOv11,small
0_all,yolo12x,59.1,32,9,2,0.4333,0.7386,0.8418,0.6422,0.7286,1160,427,101,YOLOv12,large
0_all,yolo12x,59.1,128,9,2,0.5487,0.8674,0.8868,0.777,0.8283,1160,233,143,YOLOv12,large
0_all,yolo12x,59.1,500,9,2,0.633,0.9347,0.9006,0.8724,0.8863,1160,121,143,YOLOv12,large
a1_t2s,yolo12x,59.1,32,9,2,0.0674,0.1488,0.2794,0.1537,0.1983,709,621,161,YOLOv12,large
a1_t2s,yolo12x,59.1,128,9,2,0.0823,0.1791,0.4227,0.1523,0.2239,709,588,200,YOLOv12,large
a1_t2s,yolo12x,59.1,500,9,2,0.1028,0.1907,0.61,0.1777,0.2752,709,564,250,YOLOv12,large
a2_s2t,yolo12x,59.1,32,9,2,0.1097,0.292,0.4066,0.3592,0.3814,451,215,585,YOLOv12,large
a2_s2t,yolo12x,59.1,128,9,2,0.2755,0.5809,0.676,0.5344,0.5969,451,212,70,YOLOv12,large
a2_s2t,yolo12x,59.1,500,9,2,0.3573,0.6399,0.756,0.5831,0.6584,451,162,107,YOLOv12,large
b_light,yolo12x,59.1,32,9,2,0.3805,0.6513,0.8244,0.5413,0.6535,436,209,25,YOLOv12,large
b_light,yolo12x,59.1,128,9,2,0.4637,0.7526,0.824,0.6977,0.7556,436,120,80,YOLOv12,large
b_light,yolo12x,59.1,500,9,2,0.5298,0.8273,0.8881,0.728,0.8001,436,98,62,YOLOv12,large
0_all,yolo11x,56.9,32,9,2,0.4433,0.7648,0.8426,0.6448,0.7305,1160,381,163,YOLOv11,large
0_all,yolo11x,56.9,128,9,2,0.5586,0.8823,0.8857,0.8012,0.8413,1160,186,170,YOLOv11,large
0_all,yolo11x,56.9,500,9,2,0.6427,0.9286,0.934,0.8664,0.8989,1160,135,85,YOLOv11,large
a1_t2s,yolo11x,56.9,32,9,2,0.028,0.082,0.2373,0.1255,0.1642,709,599,372,YOLOv11,large
a1_t2s,yolo11x,56.9,128,9,2,0.1062,0.204,0.4242,0.1904,0.2628,709,564,272,YOLOv11,large
a1_t2s,yolo11x,56.9,500,9,2,0.0743,0.1617,0.4816,0.1693,0.2505,709,564,286,YOLOv11,large
a2_s2t,yolo11x,56.9,32,9,2,0.1479,0.3968,0.5095,0.459,0.4829,451,159,639,YOLOv11,large
a2_s2t,yolo11x,56.9,128,9,2,0.2821,0.561,0.7307,0.51,0.6007,451,234,52,YOLOv11,large
a2_s2t,yolo11x,56.9,500,9,2,0.2217,0.4649,0.6366,0.4191,0.5054,451,226,161,YOLOv11,large
b_light,yolo11x,56.9,32,9,2,0.3418,0.6407,0.7921,0.5681,0.6616,436,165,105,YOLOv11,large
b_light,yolo11x,56.9,128,9,2,0.4785,0.7627,0.8614,0.6583,0.7463,436,129,78,YOLOv11,large
